espn_id,name,full_name,jersey,position,position_name,height,weight,age,team_name,team_abbr,headshot_url,experience_years,salary,years_remaining,draft_year,draft_round,draft_selection
4278594,Naji Marshall,Naji Marshall,3,F,Forward,"6' 6""",220 lbs,28.0,Dallas Mavericks,DAL,https://a.espncdn.com/i/headshots/nba/players/full/4278594.png,6.0,9428571.0,1.0,,,
3138160,Caleb Martin,Caleb Martin,16,F,Forward,"6' 5""",205 lbs,30.0,Dallas Mavericks,DAL,https://a.espncdn.com/i/headshots/nba/players/full/3138160.png,7.0,10001494.0,2.0,,,
4898238,John Poulakidas,John Poulakidas,1,G,Guard,"6' 6""",205 lbs,23.0,Dallas Mavericks,DAL,,1.0,0.0,1.0,,,
5211175,Zaccharie Risacher,Zaccharie Risacher,10,F,Forward,"6' 8""",200 lbs,21.0,Dallas Mavericks,DAL,https://a.espncdn.com/i/headshots/nba/players/full/5211175.png,2.0,13826040.0,2.0,2024.0,1.0,1.0
4432107,Marcus Sasser,Marcus Sasser,25,G,Guard,"6' 1""",195 lbs,25.0,Dallas Mavericks,DAL,https://a.espncdn.com/i/headshots/nba/players/full/4432107.png,3.0,5198983.0,1.0,2023.0,1.0,25.0
4278078,P.J. Washington,P.J. Washington,25,F,Forward,"6' 7""",230 lbs,28.0,Dallas Mavericks,DAL,https://a.espncdn.com/i/headshots/nba/players/full/4278078.png,7.0,19813044.0,4.0,2019.0,1.0,12.0
4277848,Marvin Bagley III,Marvin Bagley III,35,F,Forward,"6' 10""",235 lbs,27.0,Denver Nuggets,DEN,https://a.espncdn.com/i/headshots/nba/players/full/4277848.png,8.0,,,2018.0,1.0,2.0
4431767,Christian Braun,Christian Braun,0,G,Guard,"6' 6""",220 lbs,25.0,Denver Nuggets,DEN,https://a.espncdn.com/i/headshots/nba/players/full/4431767.png,4.0,21551774.0,4.0,2022.0,1.0,21.0
4698719,Trevon Brazile,Trevon Brazile,,F,Forward,"6' 10""",220 lbs,23.0,Denver Nuggets,DEN,https://a.espncdn.com/i/headshots/nba/players/full/4698719.png,0.0,,,2026.0,2.0,35.0
3978,DeMar DeRozan,DeMar DeRozan,,G,Guard,"6' 6""",220 lbs,37.0,Denver Nuggets,DEN,https://a.espncdn.com/i/headshots/nba/players/full/3978.png,16.0,25740000.0,1.0,2009.0,1.0,9.0
4065813,Alpha Diallo,Alpha Diallo,,F,Forward,"6' 7""",210 lbs,29.0,Denver Nuggets,DEN,,0.0,,,,,
3064290,Aaron Gordon,Aaron Gordon,32,F,Forward,"6' 8""",235 lbs,31.0,Denver Nuggets,DEN,https://a.espncdn.com/i/headshots/nba/players/full/3064290.png,12.0,33658037.0,3.0,2014.0,1.0,4.0
4433607,DaRon Holmes II,DaRon Holmes II,14,F,Forward,"6' 9""",225 lbs,24.0,Denver Nuggets,DEN,https://a.espncdn.com/i/headshots/nba/players/full/4433607.png,1.0,3372120.0,2.0,2024.0,1.0,22.0
4565698,Bryce Hopkins,Bryce Hopkins,,F,Forward,"6' 7""",220 lbs,24.0,Denver Nuggets,DEN,https://a.espncdn.com/i/headshots/nba/players/full/4565698.png,0.0,,,2026.0,2.0,49.0
3138196,Cameron Johnson,Cameron Johnson,23,F,Forward,"6' 8""",210 lbs,30.0,Denver Nuggets,DEN,https://a.espncdn.com/i/headshots/nba/players/full/3138196.png,7.0,23062500.0,1.0,2019.0,1.0,11.0
3112335,Nikola Jokic,Nikola Jokic,15,C,Center,"6' 11""",284 lbs,31.0,Denver Nuggets,DEN,https://a.espncdn.com/i/headshots/nba/players/full/3112335.png,11.0,59033114.0,2.0,2014.0,2.0,41.0
4592427,Spencer Jones,Spencer Jones,21,F,Forward,"6' 7""",225 lbs,25.0,Denver Nuggets,DEN,https://a.espncdn.com/i/headshots/nba/players/full/4592427.png,2.0,,,,,
3135046,Tyus Jones,Tyus Jones,5,G,Guard,"6' 0""",196 lbs,30.0,Denver Nuggets,DEN,https://a.espncdn.com/i/headshots/nba/players/full/3135046.png,11.0,,,2015.0,1.0,24.0
3936299,Jamal Murray,Jamal Murray,27,G,Guard,"6' 4""",215 lbs,29.0,Denver Nuggets,DEN,https://a.espncdn.com/i/headshots/nba/players/full/3936299.png,10.0,50105628.0,3.0,2016.0,1.0,7.0
4431690,Zeke Nnaji,Zeke Nnaji,22,F,Forward,"6' 10""",240 lbs,25.0,Denver Nuggets,DEN,https://a.espncdn.com/i/headshots/nba/players/full/4431690.png,6.0,7466667.0,2.0,2020.0,1.0,22.0
4593041,David Roddy,David Roddy,45,F,Forward,"6' 4""",255 lbs,25.0,Denver Nuggets,DEN,https://a.espncdn.com/i/headshots/nba/players/full/4593041.png,4.0,,,2022.0,1.0,23.0
4683834,KJ Simpson,KJ Simpson,25,G,Guard,"6' 1""",189 lbs,24.0,Denver Nuggets,DEN,https://a.espncdn.com/i/headshots/nba/players/full/4683834.png,2.0,0.0,1.0,2024.0,2.0,42.0
4432181,Julian Strawther,Julian Strawther,3,G,Guard,"6' 6""",205 lbs,24.0,Denver Nuggets,DEN,https://a.espncdn.com/i/headshots/nba/players/full/4432181.png,3.0,4826931.0,1.0,2023.0,1.0,29.0
4277890,Lonnie Walker IV,Lonnie Walker IV,,G,Guard,"6' 4""",205 lbs,27.0,Denver Nuggets,DEN,https://a.espncdn.com/i/headshots/nba/players/full/4277890.png,6.0,,,2018.0,1.0,18.0
3908845,John Collins,John Collins,,F,Forward,"6' 9""",226 lbs,28.0,Detroit Pistons,DET,https://a.espncdn.com/i/headshots/nba/players/full/3908845.png,9.0,,,2017.0,1.0,19.0
4432166,Cade Cunningham,Cade Cunningham,2,G,Guard,"6' 6""",220 lbs,24.0,Detroit Pistons,DET,https://a.espncdn.com/i/headshots/nba/players/full/4432166.png,5.0,50105628.0,4.0,2021.0,1.0,1.0
4433621,Jalen Duren,Jalen Duren,0,C,Center,"6' 10""",250 lbs,22.0,Detroit Pistons,DET,https://a.espncdn.com/i/headshots/nba/players/full/4433621.png,4.0,,,2022.0,1.0,13.0
2596112,Javonte Green,Javonte Green,31,G,Guard,"6' 5""",205 lbs,33.0,Detroit Pistons,DET,https://a.espncdn.com/i/headshots/nba/players/full/2596112.png,7.0,,,,,
4397449,Elijah Harkless,Elijah Harkless,,G,Guard,"6' 3""",195 lbs,26.0,Detroit Pistons,DET,https://a.espncdn.com/i/headshots/nba/players/full/4397449.png,2.0,,,,,
2999547,Gary Harris,Gary Harris,,G,Guard,"6' 4""",210 lbs,32.0,Detroit Pistons,DET,https://a.espncdn.com/i/headshots/nba/players/full/2999547.png,12.0,3815861.0,1.0,2014.0,1.0,19.0
4683771,Ronald Holland II,Ronald Holland II,5,F,Forward,"6' 8""",206 lbs,21.0,Detroit Pistons,DET,https://a.espncdn.com/i/headshots/nba/players/full/4683771.png,2.0,9069600.0,2.0,2024.0,1.0,5.0
4066372,Kevin Huerter,Kevin Huerter,27,G,Guard,"6' 6""",198 lbs,28.0,Detroit Pistons,DET,https://a.espncdn.com/i/headshots/nba/players/full/4066372.png,8.0,,,2018.0,1.0,19.0
5107199,Daniss Jenkins,Daniss Jenkins,24,G,Guard,"6' 4""",165 lbs,25.0,Detroit Pistons,DET,https://a.espncdn.com/i/headshots/nba/players/full/5107199.png,2.0,4000000.0,1.0,,,
4395702,Isaiah Joe,Isaiah Joe,,G,Guard,"6' 4""",165 lbs,27.0,Detroit Pistons,DET,https://a.espncdn.com/i/headshots/nba/players/full/4395702.png,6.0,11323006.0,2.0,2020.0,2.0,49.0
5107818,Isaac Jones,Isaac Jones,3,C,Center,"6' 8""",245 lbs,26.0,Detroit Pistons,DET,https://a.espncdn.com/i/headshots/nba/players/full/5107818.png,2.0,0.0,1.0,,,
4700852,Chaz Lanier,Chaz Lanier,20,G,Guard,"6' 3""",206 lbs,24.0,Detroit Pistons,DET,https://a.espncdn.com/i/headshots/nba/players/full/4700852.png,1.0,2150917.0,3.0,2025.0,2.0,37.0
4592187,Wendell Moore Jr.,Wendell Moore Jr.,14,F,Forward,"6' 5""",215 lbs,24.0,Detroit Pistons,DET,https://a.espncdn.com/i/headshots/nba/players/full/4592187.png,4.0,,,2022.0,1.0,26.0
5258459,Ebuka Okorie,Ebuka Okorie,,G,Guard,"6' 2""",186 lbs,19.0,Detroit Pistons,DET,https://a.espncdn.com/i/headshots/nba/players/full/5258459.png,0.0,,,2026.0,1.0,17.0
5037878,Ugonna Onyenso,Ugonna Onyenso,,C,Center,"7' 0""",236 lbs,21.0,Detroit Pistons,DET,https://a.espncdn.com/i/headshots/nba/players/full/5037878.png,0.0,,,2026.0,2.0,53.0
2990962,Taurean Prince,Taurean Prince,12,F,Forward,"6' 6""",218 lbs,32.0,Detroit Pistons,DET,https://a.espncdn.com/i/headshots/nba/players/full/2990962.png,10.0,3815861.0,1.0,2016.0,1.0,12.0
4278562,Paul Reed,Paul Reed,7,F,Forward,"6' 9""",210 lbs,27.0,Detroit Pistons,DET,https://a.espncdn.com/i/headshots/nba/players/full/4278562.png,6.0,5000000.0,1.0,2020.0,2.0,58.0
3157465,Duncan Robinson,Duncan Robinson,55,F,Forward,"6' 7""",215 lbs,32.0,Detroit Pistons,DET,https://a.espncdn.com/i/headshots/nba/players/full/3157465.png,8.0,15992957.0,2.0,,,
4397882,Tolu Smith,Tolu Smith,35,F,Forward,"6' 11""",250 lbs,26.0,Detroit Pistons,DET,https://a.espncdn.com/i/headshots/nba/players/full/4397882.png,2.0,2411090.0,1.0,,,
4684742,Ausar Thompson,Ausar Thompson,9,G,Guard,"6' 7""",205 lbs,23.0,Detroit Pistons,DET,https://a.espncdn.com/i/headshots/nba/players/full/4684742.png,3.0,11117925.0,1.0,2023.0,1.0,5.0
4397886,Charles Bassey,Charles Bassey,28,C,Center,"6' 10""",230 lbs,25.0,Golden State Warriors,GS,https://a.espncdn.com/i/headshots/nba/players/full/4397886.png,5.0,,,2021.0,2.0,53.0
6430,Jimmy Butler III,Jimmy Butler III,10,F,Forward,"6' 6""",230 lbs,37.0,Golden State Warriors,GS,https://a.espncdn.com/i/headshots/nba/players/full/6430.png,15.0,56832773.0,1.0,2011.0,1.0,30.0
4433149,LJ Cryer,LJ Cryer,18,G,Guard,"6' 0""",200 lbs,24.0,Golden State Warriors,GS,https://a.espncdn.com/i/headshots/nba/players/full/4433149.png,1.0,0.0,1.0,,,
3975,Stephen Curry,Stephen Curry,30,G,Guard,"6' 2""",185 lbs,38.0,Golden State Warriors,GS,https://a.espncdn.com/i/headshots/nba/players/full/3975.png,17.0,62587158.0,1.0,2009.0,1.0,7.0
6589,Draymond Green,Draymond Green,23,F,Forward,"6' 6""",230 lbs,36.0,Golden State Warriors,GS,https://a.espncdn.com/i/headshots/nba/players/full/6589.png,14.0,27678571.0,1.0,2012.0,2.0,35.0
3213,Al Horford,Al Horford,20,C,Center,"6' 8""",240 lbs,40.0,Golden State Warriors,GS,https://a.espncdn.com/i/headshots/nba/players/full/3213.png,19.0,5969250.0,1.0,2007.0,1.0,3.0
5108969,Lajae Jones,Lajae Jones,,G,Guard,"6' 7""",220 lbs,22.0,Golden State Warriors,GS,https://a.espncdn.com/i/headshots/nba/players/full/5108969.png,0.0,,,2026.0,2.0,54.0
5175737,Yaxel Lendeborg,Yaxel Lendeborg,,F,Forward,"6' 9""",241 lbs,23.0,Golden State Warriors,GS,https://a.espncdn.com/i/headshots/nba/players/full/5175737.png,0.0,,,2026.0,1.0,11.0
4897449,Malevy Leons,Malevy Leons,33,F,Forward,"6' 9""",203 lbs,26.0,Golden State Warriors,GS,https://a.espncdn.com/i/headshots/nba/players/full/4897449.png,2.0,0.0,1.0,,,
4066436,De'Anthony Melton,De'Anthony Melton,8,G,Guard,"6' 2""",200 lbs,28.0,Golden State Warriors,GS,https://a.espncdn.com/i/headshots/nba/players/full/4066436.png,8.0,,,2018.0,2.0,46.0
4432171,Moses Moody,Moses Moody,4,G,Guard,"6' 5""",211 lbs,24.0,Golden State Warriors,GS,https://a.espncdn.com/i/headshots/nba/players/full/4432171.png,5.0,12500000.0,2.0,2021.0,1.0,14.0
2990969,Georges Niang,Georges Niang,31,F,Forward,"6' 6""",230 lbs,33.0,Golden State Warriors,GS,https://a.espncdn.com/i/headshots/nba/players/full/2990969.png,9.0,,,2016.0,2.0,50.0
3134903,Gary Payton II,Gary Payton II,0,G,Guard,"6' 2""",195 lbs,33.0,Golden State Warriors,GS,https://a.espncdn.com/i/headshots/nba/players/full/3134903.png,10.0,,,,,
4709138,Brandin Podziemski,Brandin Podziemski,2,G,Guard,"6' 4""",205 lbs,23.0,Golden State Warriors,GS,https://a.espncdn.com/i/headshots/nba/players/full/4709138.png,3.0,5679458.0,1.0,2023.0,1.0,19.0
3102531,Kristaps Porzingis,Kristaps Porzingis,7,C,Center,"7' 2""",240 lbs,31.0,Golden State Warriors,GS,https://a.espncdn.com/i/headshots/nba/players/full/3102531.png,11.0,,,2015.0,1.0,4.0
4897262,Will Richard,Will Richard,3,G,Guard,"6' 3""",206 lbs,23.0,Golden State Warriors,GS,https://a.espncdn.com/i/headshots/nba/players/full/4897262.png,1.0,2150917.0,3.0,2025.0,2.0,56.0
4997536,Gui Santos,Gui Santos,15,F,Forward,"6' 7""",185 lbs,24.0,Golden State Warriors,GS,https://a.espncdn.com/i/headshots/nba/players/full/4997536.png,3.0,4629630.0,3.0,2022.0,2.0,55.0
52131,Brandon Williams,Brandon Williams,,G,Guard,"6' 6""",,,Golden State Warriors,GS,,,,,,,
4397821,Nate Williams,Nate Williams,19,G,Guard,"6' 5""",205 lbs,27.0,Golden State Warriors,GS,https://a.espncdn.com/i/headshots/nba/players/full/4397821.png,4.0,,,,,
2991235,Steven Adams,Steven Adams,12,C,Center,"6' 11""",265 lbs,33.0,Houston Rockets,HOU,https://a.espncdn.com/i/headshots/nba/players/full/2991235.png,13.0,13000000.0,2.0,2013.0,1.0,12.0
3037789,Bogdan Bogdanovic,Bogdan Bogdanovic,,G,Guard,"6' 5""",225 lbs,34.0,Houston Rockets,HOU,https://a.espncdn.com/i/headshots/nba/players/full/3037789.png,9.0,16020000.0,1.0,2014.0,1.0,27.0
3102529,Clint Capela,Clint Capela,30,C,Center,"6' 10""",256 lbs,32.0,Houston Rockets,HOU,https://a.espncdn.com/i/headshots/nba/players/full/3102529.png,12.0,7035000.0,2.0,2014.0,1.0,25.0
4684443,Rafael Castro,Rafael Castro,,C,Center,"6' 9""",224 lbs,23.0,Houston Rockets,HOU,,,,,,,
4683860,Quadir Copeland,Quadir Copeland,,G,Guard,"6' 6""",220 lbs,23.0,Houston Rockets,HOU,,0.0,,,,,
4592857,Isaiah Crawford,Isaiah Crawford,27,F,Forward,"6' 6""",220 lbs,24.0,Houston Rockets,HOU,https://a.espncdn.com/i/headshots/nba/players/full/4592857.png,2.0,,,,,
3202,Kevin Durant,Kevin Durant,7,F,Forward,"6' 11""",240 lbs,37.0,Houston Rockets,HOU,https://a.espncdn.com/i/headshots/nba/players/full/3202.png,19.0,43902439.0,2.0,2007.0,1.0,2.0
4433192,Tari Eason,Tari Eason,17,F,Forward,"6' 8""",215 lbs,25.0,Houston Rockets,HOU,https://a.espncdn.com/i/headshots/nba/players/full/4433192.png,4.0,,,2022.0,1.0,17.0
4709131,Sean Pedulla,Sean Pedulla,,G,Guard,"6' 1""",195 lbs,23.0,Houston Rockets,HOU,,1.0,0.0,1.0,,,
4871144,Alperen Sengun,Alperen Sengun,28,C,Center,"6' 11""",243 lbs,24.0,Houston Rockets,HOU,https://a.espncdn.com/i/headshots/nba/players/full/4871144.png,5.0,35642202.0,4.0,2021.0,1.0,16.0
4711272,Reed Sheppard,Reed Sheppard,15,G,Guard,"6' 2""",185 lbs,22.0,Houston Rockets,HOU,https://a.espncdn.com/i/headshots/nba/players/full/4711272.png,2.0,11108880.0,2.0,2024.0,1.0,3.0
2990992,Marcus Smart,Marcus Smart,,G,Guard,"6' 3""",220 lbs,32.0,Houston Rockets,HOU,https://a.espncdn.com/i/headshots/nba/players/full/2990992.png,12.0,5390700.0,1.0,2014.0,1.0,6.0
4432639,Jabari Smith Jr.,Jabari Smith Jr.,10,F,Forward,"6' 11""",220 lbs,23.0,Houston Rockets,HOU,https://a.espncdn.com/i/headshots/nba/players/full/4432639.png,4.0,23643411.0,5.0,2022.0,1.0,3.0
3136777,Jae'Sean Tate,Jae'Sean Tate,8,F,Forward,"6' 4""",230 lbs,30.0,Houston Rockets,HOU,https://a.espncdn.com/i/headshots/nba/players/full/3136777.png,6.0,,,,,
4684740,Amen Thompson,Amen Thompson,1,G,Guard,"6' 7""",200 lbs,23.0,Houston Rockets,HOU,https://a.espncdn.com/i/headshots/nba/players/full/4684740.png,3.0,12258609.0,1.0,2023.0,1.0,4.0
5105837,Bruce Thornton,Bruce Thornton,,G,Guard,"6' 0""",223 lbs,23.0,Houston Rockets,HOU,https://a.espncdn.com/i/headshots/nba/players/full/5105837.png,0.0,,,2026.0,2.0,31.0
2991230,Fred VanVleet,Fred VanVleet,5,G,Guard,"6' 0""",197 lbs,32.0,Houston Rockets,HOU,https://a.espncdn.com/i/headshots/nba/players/full/2991230.png,9.0,25000000.0,1.0,,,
4431752,Kobe Brown,Kobe Brown,24,G,Guard,"6' 7""",250 lbs,26.0,Indiana Pacers,IND,https://a.espncdn.com/i/headshots/nba/players/full/4431752.png,3.0,,,2023.0,1.0,30.0
5157066,Johnny Furphy,Johnny Furphy,12,G,Guard,"6' 8""",200 lbs,21.0,Indiana Pacers,IND,https://a.espncdn.com/i/headshots/nba/players/full/5157066.png,2.0,2296271.0,2.0,2024.0,2.0,35.0
4396993,Tyrese Haliburton,Tyrese Haliburton,0,G,Guard,"6' 5""",185 lbs,26.0,Indiana Pacers,IND,https://a.espncdn.com/i/headshots/nba/players/full/4396993.png,5.0,48924624.0,3.0,2020.0,1.0,12.0
4065731,Jay Huff,Jay Huff,32,C,Center,"7' 1""",240 lbs,29.0,Indiana Pacers,IND,https://a.espncdn.com/i/headshots/nba/players/full/4065731.png,5.0,2667944.0,2.0,,,
4592829,Quenton Jackson,Quenton Jackson,29,G,Guard,"6' 4""",173 lbs,28.0,Indiana Pacers,IND,https://a.espncdn.com/i/headshots/nba/players/full/4592829.png,4.0,2584539.0,2.0,,,
2530530,T.J. McConnell,T.J. McConnell,9,G,Guard,"6' 1""",190 lbs,34.0,Indiana Pacers,IND,https://a.espncdn.com/i/headshots/nba/players/full/2530530.png,11.0,11000000.0,3.0,,,
2580365,Larry Nance Jr.,Larry Nance Jr.,,F,Forward,"6' 6""",245 lbs,33.0,Indiana Pacers,IND,https://a.espncdn.com/i/headshots/nba/players/full/2580365.png,11.0,,,2015.0,1.0,27.0
4395712,Andrew Nembhard,Andrew Nembhard,2,G,Guard,"6' 4""",191 lbs,26.0,Indiana Pacers,IND,https://a.espncdn.com/i/headshots/nba/players/full/4395712.png,4.0,19550160.0,2.0,2022.0,2.0,31.0
4396909,Aaron Nesmith,Aaron Nesmith,23,G,Guard,"6' 5""",215 lbs,26.0,Indiana Pacers,IND,https://a.espncdn.com/i/headshots/nba/players/full/4396909.png,6.0,11000000.0,3.0,2020.0,1.0,14.0
3133603,Kelly Oubre Jr.,Kelly Oubre Jr.,,G,Guard,"6' 8""",203 lbs,30.0,Indiana Pacers,IND,https://a.espncdn.com/i/headshots/nba/players/full/3133603.png,11.0,,,2015.0,1.0,15.0
4433076,Ben Sheppard,Ben Sheppard,26,G,Guard,"6' 6""",190 lbs,25.0,Indiana Pacers,IND,https://a.espncdn.com/i/headshots/nba/players/full/4433076.png,3.0,5031668.0,1.0,2023.0,1.0,26.0
3149673,Pascal Siakam,Pascal Siakam,43,F,Forward,"6' 8""",245 lbs,32.0,Indiana Pacers,IND,https://a.espncdn.com/i/headshots/nba/players/full/3149673.png,10.0,48924624.0,2.0,2016.0,1.0,27.0
4398207,Jalen Slawson,Jalen Slawson,18,F,Forward,"6' 7""",215 lbs,26.0,Indiana Pacers,IND,https://a.espncdn.com/i/headshots/nba/players/full/4398207.png,2.0,,,2023.0,2.0,54.0
5105854,Braden Smith,Braden Smith,,G,Guard,"5' 10""",167 lbs,23.0,Indiana Pacers,IND,https://a.espncdn.com/i/headshots/nba/players/full/5105854.png,0.0,,,2026.0,2.0,38.0
4278355,Obi Toppin,Obi Toppin,1,F,Forward,"6' 9""",220 lbs,28.0,Indiana Pacers,IND,https://a.espncdn.com/i/headshots/nba/players/full/4278355.png,6.0,15000000.0,2.0,2020.0,1.0,8.0
5106060,Jarace Walker,Jarace Walker,5,F,Forward,"6' 7""",235 lbs,23.0,Indiana Pacers,IND,https://a.espncdn.com/i/headshots/nba/players/full/5106060.png,3.0,8478541.0,1.0,2023.0,1.0,8.0
4017837,Ivica Zubac,Ivica Zubac,40,C,Center,"7' 0""",240 lbs,29.0,Indiana Pacers,IND,https://a.espncdn.com/i/headshots/nba/players/full/4017837.png,10.0,20342140.0,2.0,2016.0,2.0,32.0
6580,Bradley Beal,Bradley Beal,3,G,Guard,"6' 4""",207 lbs,33.0,LA Clippers,LAC,https://a.espncdn.com/i/headshots/nba/players/full/6580.png,14.0,5621700.0,1.0,2012.0,1.0,3.0
4433569,Johni Broome,Johni Broome,,F,Forward,"6' 10""",235 lbs,24.0,LA Clippers,LAC,https://a.espncdn.com/i/headshots/nba/players/full/4433569.png,1.0,2150917.0,3.0,2025.0,2.0,35.0
4845363,Cam Christie,Cam Christie,24,G,Guard,"6' 5""",190 lbs,21.0,LA Clippers,LAC,https://a.espncdn.com/i/headshots/nba/players/full/4845363.png,2.0,2296271.0,1.0,2024.0,2.0,46.0
5106258,Gradey Dick,Gradey Dick,1,G,Guard,"6' 7""",200 lbs,22.0,LA Clippers,LAC,https://a.espncdn.com/i/headshots/nba/players/full/5106258.png,3.0,7131510.0,1.0,2023.0,1.0,13.0
2991139,Kris Dunn,Kris Dunn,8,G,Guard,"6' 3""",205 lbs,32.0,LA Clippers,LAC,https://a.espncdn.com/i/headshots/nba/players/full/2991139.png,10.0,5684800.0,1.0,2016.0,1.0,5.0
4396907,Darius Garland,Darius Garland,10,G,Guard,"6' 1""",192 lbs,26.0,LA Clippers,LAC,https://a.espncdn.com/i/headshots/nba/players/full/4396907.png,7.0,42166510.0,2.0,2019.0,1.0,5.0
4066648,Rui Hachimura,Rui Hachimura,28,F,Forward,"6' 8""",230 lbs,28.0,LA Clippers,LAC,https://a.espncdn.com/i/headshots/nba/players/full/4066648.png,7.0,,,2019.0,1.0,9.0
3913176,Brandon Ingram,Brandon Ingram,3,F,Forward,"6' 8""",190 lbs,29.0,LA Clippers,LAC,https://a.espncdn.com/i/headshots/nba/players/full/3913176.png,10.0,40000000.0,2.0,2016.0,1.0,2.0
4432170,Isaiah Jackson,Isaiah Jackson,23,F,Forward,"6' 8""",205 lbs,24.0,LA Clippers,LAC,https://a.espncdn.com/i/headshots/nba/players/full/4432170.png,5.0,7000000.0,2.0,2021.0,1.0,22.0
3936099,Derrick Jones Jr.,Derrick Jones Jr.,5,F,Forward,"6' 6""",210 lbs,29.0,LA Clippers,LAC,https://a.espncdn.com/i/headshots/nba/players/full/3936099.png,10.0,10476190.0,1.0,,,
3448,Brook Lopez,Brook Lopez,11,C,Center,"7' 1""",282 lbs,38.0,LA Clippers,LAC,https://a.espncdn.com/i/headshots/nba/players/full/3448.png,18.0,8750000.0,1.0,2008.0,1.0,10.0
5105832,Nick Martinelli,Nick Martinelli,,F,Forward,"6' 7""",224 lbs,22.0,LA Clippers,LAC,https://a.espncdn.com/i/headshots/nba/players/full/5105832.png,0.0,,,2026.0,2.0,55.0
5075626,Baba Miller,Baba Miller,,F,Forward,"6' 11""",208 lbs,22.0,LA Clippers,LAC,https://a.espncdn.com/i/headshots/nba/players/full/5075626.png,0.0,,,2026.0,2.0,36.0
4396818,Jordan Miller,Jordan Miller,22,G,Guard,"6' 5""",194 lbs,26.0,LA Clippers,LAC,https://a.espncdn.com/i/headshots/nba/players/full/4396818.png,3.0,2497812.0,1.0,2023.0,2.0,48.0
5363895,Narcisse Ngoy,Narcisse Ngoy,,F,Forward,"6' 10""",,22.0,LA Clippers,LAC,,0.0,,,2026.0,2.0,57.0
5108024,Yanic Konan Niederhauser,Yanic Konan Niederhauser,14,C,Center,"6' 11""",242 lbs,23.0,LA Clippers,LAC,https://a.espncdn.com/i/headshots/nba/players/full/5108024.png,1.0,2880960.0,3.0,2025.0,1.0,30.0
4398390,Jalen Pickett,Jalen Pickett,,G,Guard,"6' 2""",202 lbs,26.0,LA Clippers,LAC,https://a.espncdn.com/i/headshots/nba/players/full/4398390.png,3.0,2406205.0,1.0,2023.0,2.0,32.0
4702352,Kobe Sanders,Kobe Sanders,4,G,Guard,"6' 8""",207 lbs,24.0,LA Clippers,LAC,https://a.espncdn.com/i/headshots/nba/players/full/4702352.png,1.0,2150917.0,1.0,2025.0,2.0,50.0
4897696,Jamarion Sharp,Jamarion Sharp,,C,Center,"7' 5""",235 lbs,25.0,LA Clippers,LAC,https://a.espncdn.com/i/headshots/nba/players/full/4897696.png,0.0,,,,,
4065778,Max Strus,Max Strus,,G,Guard,"6' 5""",215 lbs,30.0,LA Clippers,LAC,https://a.espncdn.com/i/headshots/nba/players/full/4065778.png,8.0,16660836.0,1.0,,,
5254165,Keaton Wagler,Keaton Wagler,,G,Guard,"6' 5""",188 lbs,19.0,LA Clippers,LAC,https://a.espncdn.com/i/headshots/nba/players/full/5254165.png,0.0,,,2026.0,1.0,5.0
4683749,TyTy Washington Jr.,TyTy Washington Jr.,15,G,Guard,"6' 3""",195 lbs,24.0,LA Clippers,LAC,https://a.espncdn.com/i/headshots/nba/players/full/4683749.png,4.0,,,2022.0,1.0,29.0
5113969,Cameron Carr,Cameron Carr,,G,Guard,"6' 5""",184 lbs,21.0,Los Angeles Lakers,LAL,https://a.espncdn.com/i/headshots/nba/players/full/5113969.png,0.0,,,2026.0,1.0,24.0
3945274,Luka Doncic,Luka Doncic,77,G,Guard,"6' 8""",230 lbs,27.0,Los Angeles Lakers,LAL,https://a.espncdn.com/i/headshots/nba/players/full/3945274.png,8.0,49500000.0,3.0,2018.0,1.0,3.0
4397014,Quentin Grimes,Quentin Grimes,,G,Guard,"6' 4""",210 lbs,26.0,Los Angeles Lakers,LAL,https://a.espncdn.com/i/headshots/nba/players/full/4397014.png,5.0,,,2021.0,1.0,25.0
4868423,Jaden Hardy,Jaden Hardy,,G,Guard,"6' 3""",198 lbs,24.0,Los Angeles Lakers,LAL,https://a.espncdn.com/i/headshots/nba/players/full/4868423.png,4.0,6000000.0,2.0,2022.0,2.0,37.0
4683774,Bronny James,Bronny James,9,G,Guard,"6' 2""",210 lbs,21.0,Los Angeles Lakers,LAL,https://a.espncdn.com/i/headshots/nba/players/full/4683774.png,2.0,2296274.0,2.0,2024.0,2.0,55.0
4433136,Walker Kessler,Walker Kessler,,C,Center,"7' 2""",245 lbs,25.0,Los Angeles Lakers,LAL,https://a.espncdn.com/i/headshots/nba/players/full/4433136.png,4.0,,,2022.0,1.0,22.0
4897943,Dalton Knecht,Dalton Knecht,4,F,Forward,"6' 6""",215 lbs,25.0,Los Angeles Lakers,LAL,https://a.espncdn.com/i/headshots/nba/players/full/4897943.png,2.0,4201080.0,1.0,2024.0,1.0,17.0
4592691,Jake LaRavia,Jake LaRavia,12,F,Forward,"6' 7""",235 lbs,24.0,Los Angeles Lakers,LAL,https://a.espncdn.com/i/headshots/nba/players/full/4592691.png,4.0,6000000.0,1.0,2022.0,1.0,19.0
3155535,Kevon Looney,Kevon Looney,,F,Forward,"6' 9""",222 lbs,30.0,Los Angeles Lakers,LAL,https://a.espncdn.com/i/headshots/nba/players/full/3155535.png,11.0,8000000.0,1.0,2015.0,1.0,30.0
