espn_id,name,full_name,jersey,position,position_name,height,weight,age,team_name,team_abbr,headshot_url,experience_years,salary,years_remaining,draft_year,draft_round,draft_selection
4278580,Sandro Mamukelashvili,Sandro Mamukelashvili,,F,Forward,"6' 9""",240 lbs,27.0,Los Angeles Lakers,LAL,https://a.espncdn.com/i/headshots/nba/players/full/4278580.png,5.0,,,2021.0,2.0,54.0
4702972,Chris Manon,Chris Manon,30,G,Guard,"6' 4""",209 lbs,24.0,Los Angeles Lakers,LAL,https://a.espncdn.com/i/headshots/nba/players/full/4702972.png,1.0,,,,,
5114350,AK Okereke,AK Okereke,,F,Forward,"6' 7""",244 lbs,23.0,Los Angeles Lakers,LAL,,0.0,,,,,
4066457,Austin Reaves,Austin Reaves,15,G,Guard,"6' 5""",197 lbs,28.0,Los Angeles Lakers,LAL,https://a.espncdn.com/i/headshots/nba/players/full/4066457.png,5.0,,,,,
4277811,Collin Sexton,Collin Sexton,,G,Guard,"6' 3""",190 lbs,27.0,Los Angeles Lakers,LAL,https://a.espncdn.com/i/headshots/nba/players/full/4277811.png,8.0,,,2018.0,1.0,8.0
5060631,Adou Thiero,Adou Thiero,1,F,Forward,"6' 8""",220 lbs,22.0,Los Angeles Lakers,LAL,https://a.espncdn.com/i/headshots/nba/players/full/5060631.png,1.0,2150917.0,2.0,2025.0,2.0,36.0
3907498,Matisse Thybulle,Matisse Thybulle,,G,Guard,"6' 5""",202 lbs,29.0,Los Angeles Lakers,LAL,https://a.espncdn.com/i/headshots/nba/players/full/3907498.png,7.0,,,2019.0,1.0,20.0
4278077,Jarred Vanderbilt,Jarred Vanderbilt,2,F,Forward,"6' 8""",214 lbs,27.0,Los Angeles Lakers,LAL,https://a.espncdn.com/i/headshots/nba/players/full/4278077.png,8.0,12428571.0,2.0,2018.0,2.0,41.0
4433137,Ziaire Williams,Ziaire Williams,,F,Forward,"6' 9""",185 lbs,25.0,Los Angeles Lakers,LAL,https://a.espncdn.com/i/headshots/nba/players/full/4433137.png,5.0,6250000.0,1.0,2021.0,1.0,10.0
5041935,Cameron Boozer,Cameron Boozer,27,F,Forward,"6' 8""",253 lbs,19.0,Memphis Grizzlies,MEM,https://a.espncdn.com/i/headshots/nba/players/full/5041935.png,0.0,,,2026.0,1.0,3.0
4896372,Walter Clayton Jr.,Walter Clayton Jr.,4,G,Guard,"6' 4""",195 lbs,23.0,Memphis Grizzlies,MEM,https://a.espncdn.com/i/headshots/nba/players/full/4896372.png,1.0,4190520.0,3.0,2025.0,1.0,18.0
4903027,Cedric Coward,Cedric Coward,23,F,Forward,"6' 5""",206 lbs,23.0,Memphis Grizzlies,MEM,https://a.espncdn.com/i/headshots/nba/players/full/4903027.png,1.0,6001080.0,3.0,2025.0,1.0,11.0
4600663,Zach Edey,Zach Edey,14,C,Center,"7' 3""",305 lbs,24.0,Memphis Grizzlies,MEM,https://a.espncdn.com/i/headshots/nba/players/full/4600663.png,2.0,6332760.0,3.0,2024.0,1.0,9.0
2991070,Jerami Grant,Jerami Grant,9,F,Forward,"6' 7""",213 lbs,32.0,Memphis Grizzlies,MEM,https://a.espncdn.com/i/headshots/nba/players/full/2991070.png,12.0,34206897.0,2.0,2014.0,2.0,39.0
4683750,Jordan Hawkins,Jordan Hawkins,,G,Guard,"6' 5""",190 lbs,24.0,Memphis Grizzlies,MEM,https://a.espncdn.com/i/headshots/nba/players/full/4683750.png,3.0,7021895.0,1.0,2023.0,1.0,14.0
4684806,Taylor Hendricks,Taylor Hendricks,22,F,Forward,"6' 9""",215 lbs,22.0,Memphis Grizzlies,MEM,https://a.espncdn.com/i/headshots/nba/players/full/4684806.png,3.0,7805900.0,1.0,2023.0,1.0,9.0
5105550,GG Jackson,GG Jackson,45,F,Forward,"6' 9""",210 lbs,21.0,Memphis Grizzlies,MEM,https://a.espncdn.com/i/headshots/nba/players/full/5105550.png,3.0,2406205.0,1.0,2023.0,2.0,45.0
4065733,Ty Jerome,Ty Jerome,2,G,Guard,"6' 5""",195 lbs,29.0,Memphis Grizzlies,MEM,https://a.espncdn.com/i/headshots/nba/players/full/4065733.png,7.0,9220050.0,2.0,2019.0,1.0,24.0
5231919,Karim Lopez,Karim Lopez,,F,Forward,"6' 8""",222 lbs,19.0,Memphis Grizzlies,MEM,,0.0,,,2026.0,1.0,21.0
4683934,Jahmai Mashack,Jahmai Mashack,21,G,Guard,"6' 3""",197 lbs,23.0,Memphis Grizzlies,MEM,https://a.espncdn.com/i/headshots/nba/players/full/4683934.png,1.0,0.0,1.0,2025.0,2.0,59.0
4594326,Kris Murray,Kris Murray,24,F,Forward,"6' 8""",218 lbs,26.0,Memphis Grizzlies,MEM,https://a.espncdn.com/i/headshots/nba/players/full/4594326.png,3.0,5315004.0,1.0,2023.0,1.0,23.0
4432185,Micah Peavy,Micah Peavy,,G,Guard,"6' 7""",220 lbs,25.0,Memphis Grizzlies,MEM,https://a.espncdn.com/i/headshots/nba/players/full/4432185.png,1.0,2150917.0,3.0,2025.0,2.0,40.0
4431785,Scotty Pippen Jr.,Scotty Pippen Jr.,1,G,Guard,"6' 2""",170 lbs,25.0,Memphis Grizzlies,MEM,https://a.espncdn.com/i/headshots/nba/players/full/4431785.png,4.0,2461462.0,2.0,,,
4593016,Quinten Post,Quinten Post,,C,Center,"7' 0""",238 lbs,26.0,Memphis Grizzlies,MEM,https://a.espncdn.com/i/headshots/nba/players/full/4593016.png,2.0,,,2024.0,2.0,52.0
4595400,Olivier-Maxence Prosper,Olivier-Maxence Prosper,18,F,Forward,"6' 7""",230 lbs,24.0,Memphis Grizzlies,MEM,https://a.espncdn.com/i/headshots/nba/players/full/4595400.png,3.0,2497812.0,1.0,2023.0,1.0,24.0
3136776,D'Angelo Russell,D'Angelo Russell,,G,Guard,"6' 3""",193 lbs,30.0,Memphis Grizzlies,MEM,https://a.espncdn.com/i/headshots/nba/players/full/3136776.png,11.0,5969250.0,1.0,2015.0,1.0,2.0
5105462,Richie Saunders,Richie Saunders,,G,Guard,"6' 5""",205 lbs,24.0,Memphis Grizzlies,MEM,https://a.espncdn.com/i/headshots/nba/players/full/5105462.png,0.0,,,2026.0,2.0,32.0
4781746,Javon Small,Javon Small,10,G,Guard,"6' 1""",190 lbs,23.0,Memphis Grizzlies,MEM,https://a.espncdn.com/i/headshots/nba/players/full/4781746.png,1.0,0.0,1.0,2025.0,2.0,48.0
4433083,Cam Spencer,Cam Spencer,24,G,Guard,"6' 3""",205 lbs,26.0,Memphis Grizzlies,MEM,https://a.espncdn.com/i/headshots/nba/players/full/4433083.png,2.0,2411090.0,3.0,2024.0,2.0,53.0
4432810,Isaiah Stewart,Isaiah Stewart,,F,Forward,"6' 8""",250 lbs,25.0,Memphis Grizzlies,MEM,https://a.espncdn.com/i/headshots/nba/players/full/4432810.png,6.0,15000000.0,2.0,2020.0,1.0,16.0
5112087,Jaylen Wells,Jaylen Wells,0,F,Forward,"6' 7""",206 lbs,23.0,Memphis Grizzlies,MEM,https://a.espncdn.com/i/headshots/nba/players/full/5112087.png,2.0,2296271.0,2.0,2024.0,2.0,39.0
4066261,Bam Adebayo,Bam Adebayo,13,C,Center,"6' 9""",260 lbs,29.0,Miami Heat,MIA,https://a.espncdn.com/i/headshots/nba/players/full/4066261.png,9.0,49500000.0,3.0,2017.0,1.0,14.0
3032977,Giannis Antetokounmpo,Giannis Antetokounmpo,7,F,Forward,"6' 11""",243 lbs,31.0,Miami Heat,MIA,https://a.espncdn.com/i/headshots/nba/players/full/3032977.png,13.0,58456566.0,2.0,2013.0,1.0,15.0
5107157,Ryan Conwell,Ryan Conwell,,G,Guard,"6' 3""",220 lbs,22.0,Miami Heat,MIA,https://a.espncdn.com/i/headshots/nba/players/full/5107157.png,0.0,,,2026.0,2.0,37.0
4837356,Tre Donaldson,Tre Donaldson,,G,Guard,"6' 2""",210 lbs,22.0,Miami Heat,MIA,,0.0,,,,,
3899664,Simone Fontecchio,Simone Fontecchio,0,F,Forward,"6' 7""",220 lbs,30.0,Miami Heat,MIA,https://a.espncdn.com/i/headshots/nba/players/full/3899664.png,4.0,,,,,
4431772,Myron Gardner,Myron Gardner,15,F,Forward,"6' 5""",225 lbs,25.0,Miami Heat,MIA,https://a.espncdn.com/i/headshots/nba/players/full/4431772.png,1.0,2150917.0,2.0,,,
4700818,Vladislav Goldin,Vladislav Goldin,50,C,Center,"7' 0""",255 lbs,25.0,Miami Heat,MIA,https://a.espncdn.com/i/headshots/nba/players/full/4700818.png,1.0,,,,,
4702784,J'Vonne Hadley,J'Vonne Hadley,,F,Forward,"6' 5""",210 lbs,24.0,Miami Heat,MIA,,0.0,,,,,
2528210,Tim Hardaway Jr.,Tim Hardaway Jr.,10,G,Guard,"6' 5""",205 lbs,34.0,Miami Heat,MIA,https://a.espncdn.com/i/headshots/nba/players/full/2528210.png,13.0,,,2013.0,1.0,24.0
4431786,Keshad Johnson,Keshad Johnson,16,F,Forward,"6' 6""",230 lbs,25.0,Miami Heat,MIA,https://a.espncdn.com/i/headshots/nba/players/full/4431786.png,2.0,,,,,
4997528,Nikola Jovic,Nikola Jovic,5,F,Forward,"6' 10""",240 lbs,23.0,Miami Heat,MIA,https://a.espncdn.com/i/headshots/nba/players/full/4997528.png,4.0,16200000.0,4.0,2022.0,1.0,27.0
4432645,Trevor Keels,Trevor Keels,8,G,Guard,"6' 5""",215 lbs,23.0,Miami Heat,MIA,https://a.espncdn.com/i/headshots/nba/players/full/4432645.png,2.0,,,2022.0,2.0,42.0
4601025,Pelle Larsson,Pelle Larsson,9,G,Guard,"6' 5""",215 lbs,25.0,Miami Heat,MIA,https://a.espncdn.com/i/headshots/nba/players/full/4601025.png,2.0,2296271.0,1.0,2024.0,2.0,44.0
4278053,Davion Mitchell,Davion Mitchell,45,G,Guard,"6' 0""",210 lbs,28.0,Miami Heat,MIA,https://a.espncdn.com/i/headshots/nba/players/full/4278053.png,5.0,12400000.0,1.0,2021.0,1.0,9.0
3064482,Bobby Portis,Bobby Portis,95,F,Forward,"6' 9""",250 lbs,31.0,Miami Heat,MIA,https://a.espncdn.com/i/headshots/nba/players/full/3064482.png,11.0,14521414.0,2.0,2015.0,1.0,22.0
4278076,Nick Richards,Nick Richards,8,C,Center,"6' 11""",245 lbs,28.0,Miami Heat,MIA,https://a.espncdn.com/i/headshots/nba/players/full/4278076.png,6.0,,,2020.0,2.0,42.0
4066993,Dru Smith,Dru Smith,12,G,Guard,"6' 2""",200 lbs,28.0,Miami Heat,MIA,https://a.espncdn.com/i/headshots/nba/players/full/4066993.png,4.0,2584359.0,2.0,,,
6475,Klay Thompson,Klay Thompson,,G,Guard,"6' 5""",220 lbs,36.0,Miami Heat,MIA,https://a.espncdn.com/i/headshots/nba/players/full/6475.png,15.0,17460317.0,1.0,2011.0,1.0,11.0
3059319,Andrew Wiggins,Andrew Wiggins,22,F,Forward,"6' 7""",210 lbs,31.0,Miami Heat,MIA,https://a.espncdn.com/i/headshots/nba/players/full/3059319.png,12.0,30169643.0,1.0,2014.0,1.0,1.0
4433133,Jahmir Young,Jahmir Young,17,G,Guard,"6' 0""",185 lbs,25.0,Miami Heat,MIA,https://a.espncdn.com/i/headshots/nba/players/full/4433133.png,2.0,,,,,
5164559,Nate Ament,Nate Ament,,F,Forward,"6' 10""",211 lbs,19.0,Milwaukee Bucks,MIL,https://a.espncdn.com/i/headshots/nba/players/full/5164559.png,0.0,,,2026.0,1.0,13.0
5082206,Brayden Burries,Brayden Burries,,G,Guard,"6' 4""",215 lbs,20.0,Milwaukee Bucks,MIL,https://a.espncdn.com/i/headshots/nba/players/full/5082206.png,0.0,,,2026.0,1.0,10.0
4997526,Ousmane Dieng,Ousmane Dieng,21,F,Forward,"6' 9""",185 lbs,23.0,Milwaukee Bucks,MIL,https://a.espncdn.com/i/headshots/nba/players/full/4997526.png,4.0,,,2022.0,1.0,11.0
4397475,AJ Green,AJ Green,20,G,Guard,"6' 4""",190 lbs,26.0,Milwaukee Bucks,MIL,https://a.espncdn.com/i/headshots/nba/players/full/4397475.png,4.0,10044643.0,4.0,,,
4395725,Tyler Herro,Tyler Herro,14,G,Guard,"6' 5""",205 lbs,26.0,Milwaukee Bucks,MIL,https://a.espncdn.com/i/headshots/nba/players/full/4395725.png,7.0,33000000.0,1.0,2019.0,1.0,13.0
5214640,Kasparas Jakucionis,Kasparas Jakucionis,25,G,Guard,"6' 5""",205 lbs,20.0,Milwaukee Bucks,MIL,https://a.espncdn.com/i/headshots/nba/players/full/5214640.png,1.0,3841680.0,3.0,2025.0,1.0,20.0
4432848,Jaime Jaquez Jr.,Jaime Jaquez Jr.,11,F,Forward,"6' 6""",230 lbs,25.0,Milwaukee Bucks,MIL,https://a.espncdn.com/i/headshots/nba/players/full/4432848.png,3.0,5939141.0,1.0,2023.0,1.0,18.0
4697268,Kam Jones,Kam Jones,,G,Guard,"6' 4""",200 lbs,24.0,Milwaukee Bucks,MIL,https://a.espncdn.com/i/headshots/nba/players/full/4697268.png,1.0,2150917.0,3.0,2025.0,2.0,38.0
3134907,Kyle Kuzma,Kyle Kuzma,18,F,Forward,"6' 8""",221 lbs,31.0,Milwaukee Bucks,MIL,https://a.espncdn.com/i/headshots/nba/players/full/3134907.png,9.0,20345152.0,1.0,2017.0,1.0,27.0
2991043,Caris LeVert,Caris LeVert,,G,Guard,"6' 7""",205 lbs,32.0,Milwaukee Bucks,MIL,https://a.espncdn.com/i/headshots/nba/players/full/2991043.png,10.0,14809200.0,1.0,2016.0,1.0,20.0
5184016,Malique Lewis,Malique Lewis,,F,Forward,"6' 8""",195 lbs,21.0,Milwaukee Bucks,MIL,,0.0,,,2026.0,2.0,60.0
5214989,Bogoljub Markovic,Bogoljub Markovic,,F,Forward,"6' 11""",210 lbs,21.0,Milwaukee Bucks,MIL,,0.0,,,2025.0,2.0,47.0
4397233,Pete Nance,Pete Nance,35,F,Forward,"6' 9""",225 lbs,26.0,Milwaukee Bucks,MIL,https://a.espncdn.com/i/headshots/nba/players/full/4397233.png,3.0,,,,,
4397140,Kevin Porter Jr.,Kevin Porter Jr.,7,G,Guard,"6' 5""",203 lbs,26.0,Milwaukee Bucks,MIL,https://a.espncdn.com/i/headshots/nba/players/full/4397140.png,6.0,5390700.0,1.0,2019.0,1.0,30.0
4591725,Ryan Rollins,Ryan Rollins,13,G,Guard,"6' 3""",180 lbs,24.0,Milwaukee Bucks,MIL,https://a.espncdn.com/i/headshots/nba/players/full/4591725.png,4.0,4000000.0,2.0,2022.0,2.0,44.0
4397114,Cormac Ryan,Cormac Ryan,30,G,Guard,"6' 5""",195 lbs,27.0,Milwaukee Bucks,MIL,https://a.espncdn.com/i/headshots/nba/players/full/4397114.png,1.0,,,,,
4277922,Jericho Sims,Jericho Sims,00,C,Center,"6' 10""",250 lbs,27.0,Milwaukee Bucks,MIL,https://a.espncdn.com/i/headshots/nba/players/full/4277922.png,5.0,,,2021.0,2.0,58.0
4277843,Gary Trent Jr.,Gary Trent Jr.,5,G,Guard,"6' 5""",204 lbs,27.0,Milwaukee Bucks,MIL,https://a.espncdn.com/i/headshots/nba/players/full/4277843.png,8.0,,,2018.0,2.0,37.0
3133628,Myles Turner,Myles Turner,3,C,Center,"6' 11""",250 lbs,30.0,Milwaukee Bucks,MIL,https://a.espncdn.com/i/headshots/nba/players/full/3133628.png,11.0,26584164.0,3.0,2015.0,1.0,11.0
5105623,Kel'el Ware,Kel'el Ware,7,C,Center,"7' 0""",250 lbs,22.0,Milwaukee Bucks,MIL,https://a.espncdn.com/i/headshots/nba/players/full/5105623.png,2.0,4654920.0,2.0,2024.0,1.0,15.0
4432816,LaMelo Ball,LaMelo Ball,,G,Guard,"6' 7""",180 lbs,25.0,Minnesota Timberwolves,MIN,https://a.espncdn.com/i/headshots/nba/players/full/4432816.png,6.0,40770520.0,3.0,2020.0,1.0,3.0
5279133,Joan Beringer,Joan Beringer,19,F,Forward,"6' 11""",230 lbs,19.0,Minnesota Timberwolves,MIN,https://a.espncdn.com/i/headshots/nba/players/full/5279133.png,1.0,4411200.0,3.0,2025.0,1.0,17.0
4432247,Jaylen Clark,Jaylen Clark,22,G,Guard,"6' 5""",205 lbs,24.0,Minnesota Timberwolves,MIN,https://a.espncdn.com/i/headshots/nba/players/full/4432247.png,2.0,3086420.0,0.0,2023.0,2.0,53.0
3934673,Donte DiVincenzo,Donte DiVincenzo,0,G,Guard,"6' 4""",203 lbs,29.0,Minnesota Timberwolves,MIN,https://a.espncdn.com/i/headshots/nba/players/full/3934673.png,8.0,,,2018.0,1.0,17.0
4397002,Ayo Dosunmu,Ayo Dosunmu,13,G,Guard,"6' 4""",200 lbs,26.0,Minnesota Timberwolves,MIN,https://a.espncdn.com/i/headshots/nba/players/full/4397002.png,5.0,,,2021.0,2.0,38.0
4594268,Anthony Edwards,Anthony Edwards,5,G,Guard,"6' 4""",225 lbs,25.0,Minnesota Timberwolves,MIN,https://a.espncdn.com/i/headshots/nba/players/full/4594268.png,6.0,48924624.0,4.0,2020.0,1.0,1.0
5061585,Isaiah Evans,Isaiah Evans,,G,Guard,"6' 6""",186 lbs,20.0,Minnesota Timberwolves,MIN,https://a.espncdn.com/i/headshots/nba/players/full/5061585.png,0.0,,,2026.0,2.0,33.0
4592699,Enrique Freeman,Enrique Freeman,25,F,Forward,"6' 9""",220 lbs,26.0,Minnesota Timberwolves,MIN,https://a.espncdn.com/i/headshots/nba/players/full/4592699.png,2.0,,,2024.0,2.0,50.0
3032976,Rudy Gobert,Rudy Gobert,27,C,Center,"7' 1""",258 lbs,34.0,Minnesota Timberwolves,MIN,https://a.espncdn.com/i/headshots/nba/players/full/3032976.png,13.0,36500000.0,2.0,2013.0,1.0,27.0
4592492,Bones Hyland,Bones Hyland,8,G,Guard,"6' 2""",169 lbs,26.0,Minnesota Timberwolves,MIN,https://a.espncdn.com/i/headshots/nba/players/full/4592492.png,5.0,,,2021.0,1.0,26.0
4897438,Trey Kaufman-Renn,Trey Kaufman-Renn,,F,Forward,"6' 9""",240 lbs,24.0,Minnesota Timberwolves,MIN,https://a.espncdn.com/i/headshots/nba/players/full/4897438.png,0.0,,,2026.0,2.0,59.0
3134932,John Konchar,John Konchar,,G,Guard,"6' 5""",210 lbs,30.0,Minnesota Timberwolves,MIN,https://a.espncdn.com/i/headshots/nba/players/full/3134932.png,7.0,6165000.0,1.0,,,
4433247,Jonathan Kuminga,Jonathan Kuminga,,F,Forward,"6' 7""",225 lbs,23.0,Minnesota Timberwolves,MIN,https://a.espncdn.com/i/headshots/nba/players/full/4433247.png,4.0,24300000.0,1.0,2021.0,1.0,7.0
3136196,Trey Lyles,Trey Lyles,,F,Forward,"6' 9""",234 lbs,30.0,Minnesota Timberwolves,MIN,https://a.espncdn.com/i/headshots/nba/players/full/3136196.png,10.0,,,2015.0,1.0,12.0
4431671,Jaden McDaniels,Jaden McDaniels,3,F,Forward,"6' 9""",185 lbs,25.0,Minnesota Timberwolves,MIN,https://a.espncdn.com/i/headshots/nba/players/full/4431671.png,6.0,26200001.0,3.0,2020.0,1.0,28.0
5105553,Julian Phillips,Julian Phillips,4,F,Forward,"6' 6""",198 lbs,22.0,Minnesota Timberwolves,MIN,https://a.espncdn.com/i/headshots/nba/players/full/5105553.png,3.0,,,2023.0,2.0,35.0
4592979,Zyon Pullin,Zyon Pullin,15,G,Guard,"6' 4""",206 lbs,25.0,Minnesota Timberwolves,MIN,https://a.espncdn.com/i/headshots/nba/players/full/4592979.png,2.0,,,,,
4432847,Terrence Shannon Jr.,Terrence Shannon Jr.,1,G,Guard,"6' 6""",215 lbs,26.0,Minnesota Timberwolves,MIN,https://a.espncdn.com/i/headshots/nba/players/full/4432847.png,2.0,2801640.0,2.0,2024.0,1.0,27.0
4895758,Cody Williams,Cody Williams,,F,Forward,"6' 8""",190 lbs,21.0,Minnesota Timberwolves,MIN,https://a.espncdn.com/i/headshots/nba/players/full/4895758.png,2.0,6015600.0,2.0,2024.0,1.0,10.0
5157587,Rocco Zikarsky,Rocco Zikarsky,44,C,Center,"7' 3""",254 lbs,20.0,Minnesota Timberwolves,MIN,https://a.espncdn.com/i/headshots/nba/players/full/5157587.png,1.0,,,2025.0,2.0,45.0
4397136,Saddiq Bey,Saddiq Bey,41,G,Guard,"6' 8""",215 lbs,27.0,New Orleans Pelicans,NO,https://a.espncdn.com/i/headshots/nba/players/full/4397136.png,6.0,6440678.0,1.0,2020.0,1.0,19.0
4712862,Malik Dia,Malik Dia,,F,Forward,"6' 9""",250 lbs,22.0,New Orleans Pelicans,NO,,0.0,,,,,
5144091,Jeremiah Fears,Jeremiah Fears,0,G,Guard,"6' 3""",190 lbs,19.0,New Orleans Pelicans,NO,https://a.espncdn.com/i/headshots/nba/players/full/5144091.png,1.0,7896240.0,3.0,2025.0,1.0,7.0
5170947,AJ Johnson,AJ Johnson,,G,Guard,"6' 5""",160 lbs,21.0,New Orleans Pelicans,NO,https://a.espncdn.com/i/headshots/nba/players/full/5170947.png,2.0,3237120.0,2.0,2024.0,1.0,23.0
4277813,Herbert Jones,Herbert Jones,2,F,Forward,"6' 7""",206 lbs,27.0,New Orleans Pelicans,NO,https://a.espncdn.com/i/headshots/nba/players/full/4277813.png,5.0,14898786.0,4.0,2021.0,2.0,35.0
3442,DeAndre Jordan,DeAndre Jordan,6,C,Center,"6' 11""",265 lbs,38.0,New Orleans Pelicans,NO,https://a.espncdn.com/i/headshots/nba/players/full/3442.png,18.0,,,2008.0,2.0,35.0
4683634,Bennedict Mathurin,Bennedict Mathurin,,G,Guard,"6' 5""",210 lbs,24.0,New Orleans Pelicans,NO,https://a.espncdn.com/i/headshots/nba/players/full/4683634.png,4.0,,,2022.0,1.0,6.0
4997538,Karlo Matkovic,Karlo Matkovic,17,F,Forward,"6' 10""",231 lbs,25.0,New Orleans Pelicans,NO,https://a.espncdn.com/i/headshots/nba/players/full/4997538.png,2.0,2296271.0,1.0,2022.0,2.0,52.0
4576086,Bryce McGowens,Bryce McGowens,11,G,Guard,"6' 6""",190 lbs,23.0,New Orleans Pelicans,NO,https://a.espncdn.com/i/headshots/nba/players/full/4576086.png,4.0,2584539.0,2.0,2022.0,2.0,40.0
5061589,Yves Missi,Yves Missi,21,C,Center,"6' 11""",235 lbs,22.0,New Orleans Pelicans,NO,https://a.espncdn.com/i/headshots/nba/players/full/5061589.png,2.0,3512760.0,2.0,2024.0,1.0,21.0
4397688,Trey Murphy III,Trey Murphy III,25,F,Forward,"6' 8""",206 lbs,26.0,New Orleans Pelicans,NO,https://a.espncdn.com/i/headshots/nba/players/full/4397688.png,5.0,27000000.0,3.0,2021.0,1.0,17.0
3907497,Dejounte Murray,Dejounte Murray,5,G,Guard,"6' 4""",180 lbs,29.0,New Orleans Pelicans,NO,https://a.espncdn.com/i/headshots/nba/players/full/3907497.png,10.0,32785071.0,2.0,2016.0,1.0,29.0
4432068,Josh Oduro,Josh Oduro,13,C,Center,"6' 9""",240 lbs,25.0,New Orleans Pelicans,NO,,1.0,,,,,
4703115,Jaron Pierre Jr.,Jaron Pierre Jr.,,G,Guard,"6' 6""",210 lbs,24.0,New Orleans Pelicans,NO,https://a.espncdn.com/i/headshots/nba/players/full/4703115.png,0.0,,,2026.0,2.0,58.0
4277956,Jordan Poole,Jordan Poole,3,G,Guard,"6' 4""",194 lbs,27.0,New Orleans Pelicans,NO,https://a.espncdn.com/i/headshots/nba/players/full/4277956.png,7.0,34044642.0,1.0,2019.0,1.0,28.0
4869780,Derik Queen,Derik Queen,22,C,Center,"6' 9""",250 lbs,21.0,New Orleans Pelicans,NO,https://a.espncdn.com/i/headshots/nba/players/full/4869780.png,1.0,5416080.0,3.0,2025.0,1.0,13.0
4431675,Trendon Watford,Trendon Watford,,F,Forward,"6' 8""",237 lbs,25.0,New Orleans Pelicans,NO,https://a.espncdn.com/i/headshots/nba/players/full/4431675.png,5.0,2801346.0,1.0,,,
4395628,Zion Williamson,Zion Williamson,1,F,Forward,"6' 6""",284 lbs,26.0,New Orleans Pelicans,NO,https://a.espncdn.com/i/headshots/nba/players/full/4395628.png,7.0,42166510.0,2.0,2019.0,1.0,1.0
4277869,Jose Alvarado,Jose Alvarado,5,G,Guard,"6' 0""",179 lbs,28.0,New York Knicks,NY,https://a.espncdn.com/i/headshots/nba/players/full/4277869.png,5.0,4500000.0,1.0,,,
3934719,OG Anunoby,OG Anunoby,8,F,Forward,"6' 7""",240 lbs,29.0,New York Knicks,NY,https://a.espncdn.com/i/headshots/nba/players/full/3934719.png,9.0,42500000.0,3.0,2017.0,1.0,23.0
3147657,Mikal Bridges,Mikal Bridges,25,G,Guard,"6' 6""",209 lbs,30.0,New York Knicks,NY,https://a.espncdn.com/i/headshots/nba/players/full/3147657.png,8.0,33482143.0,4.0,2018.0,1.0,10.0
3934672,Jalen Brunson,Jalen Brunson,11,G,Guard,"6' 2""",190 lbs,30.0,New York Knicks,NY,https://a.espncdn.com/i/headshots/nba/players/full/3934672.png,8.0,37739521.0,3.0,2018.0,2.0,33.0
2528426,Jordan Clarkson,Jordan Clarkson,00,G,Guard,"6' 5""",194 lbs,34.0,New York Knicks,NY,https://a.espncdn.com/i/headshots/nba/players/full/2528426.png,12.0,,,2014.0,2.0,46.0
5211983,Pacome Dadiet,Pacome Dadiet,4,F,Forward,"6' 9""",210 lbs,21.0,New York Knicks,NY,https://a.espncdn.com/i/headshots/nba/players/full/5211983.png,2.0,2983680.0,2.0,2024.0,1.0,25.0
5289900,Mohamed Diawara,Mohamed Diawara,51,F,Forward,"6' 9""",225 lbs,21.0,New York Knicks,NY,https://a.espncdn.com/i/headshots/nba/players/full/5289900.png,1.0,,,2025.0,2.0,51.0
6585,Andre Drummond,Andre Drummond,,C,Center,"6' 11""",279 lbs,33.0,New York Knicks,NY,https://a.espncdn.com/i/headshots/nba/players/full/6585.png,14.0,,,2012.0,1.0,9.0
3062679,Josh Hart,Josh Hart,3,G,Guard,"6' 5""",215 lbs,31.0,New York Knicks,NY,https://a.espncdn.com/i/headshots/nba/players/full/3062679.png,9.0,20923760.0,2.0,2017.0,1.0,30.0
5234862,Jack Kayil,Jack Kayil,,G,Guard,"6' 5""",185 lbs,20.0,New York Knicks,NY,,0.0,,,2026.0,2.0,39.0
4433225,Tyler Kolek,Tyler Kolek,13,G,Guard,"6' 2""",195 lbs,25.0,New York Knicks,NY,https://a.espncdn.com/i/headshots/nba/players/full/4433225.png,2.0,2296271.0,2.0,2024.0,2.0,34.0
4431823,Miles McBride,Miles McBride,2,G,Guard,"6' 2""",195 lbs,26.0,New York Knicks,NY,https://a.espncdn.com/i/headshots/nba/players/full/4431823.png,5.0,3956523.0,1.0,2021.0,2.0,36.0
4411057,Kevin McCullar Jr.,Kevin McCullar Jr.,9,G,Guard,"6' 6""",210 lbs,25.0,New York Knicks,NY,https://a.espncdn.com/i/headshots/nba/players/full/4411057.png,2.0,,,2024.0,2.0,56.0
4838721,Tyler Nickel,Tyler Nickel,,F,Forward,"6' 8""",217 lbs,23.0,New York Knicks,NY,https://a.espncdn.com/i/headshots/nba/players/full/4838721.png,0.0,,,2026.0,2.0,47.0
3914044,Landry Shamet,Landry Shamet,44,G,Guard,"6' 5""",190 lbs,29.0,New York Knicks,NY,https://a.espncdn.com/i/headshots/nba/players/full/3914044.png,8.0,,,2018.0,1.0,26.0
3136195,Karl-Anthony Towns,Karl-Anthony Towns,32,C,Center,"7' 0""",248 lbs,30.0,New York Knicks,NY,https://a.espncdn.com/i/headshots/nba/players/full/3136195.png,11.0,57078728.0,2.0,2015.0,1.0,1.0
4684208,Brooks Barnhizer,Brooks Barnhizer,23,F,Forward,"6' 6""",226 lbs,24.0,Oklahoma City Thunder,OKC,https://a.espncdn.com/i/headshots/nba/players/full/4684208.png,1.0,,,2025.0,2.0,44.0
