PERSON_ID,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FIRST_LAST,ROSTERSTATUS,FROM_YEAR,TO_YEAR,PLAYERCODE,PLAYER_SLUG,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,TEAM_SLUG,TEAM_CODE,GAMES_PLAYED_FLAG,OTHERLEAGUE_EXPERIENCE_CH,SEASON
1641764,"Podziemski, Brandin",Brandin Podziemski,1,2023,2026,brandon_podziemski,brandin_podziemski,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,00,2025-26
1627751,"Poeltl, Jakob",Jakob Poeltl,1,2016,2026,jakob_poeltl,jakob_poeltl,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,01,2025-26
1629673,"Poole, Jordan",Jordan Poole,1,2019,2026,jordan_poole,jordan_poole,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,01,2025-26
1641854,"Porter Jr., Craig",Craig Porter Jr.,1,2023,2026,craig_porter,craig_porter_jr,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,01,2025-26
1629645,"Porter Jr., Kevin",Kevin Porter Jr.,1,2019,2026,kevin_porter_jr,kevin_porter_jr,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,01,2025-26
1629008,"Porter Jr., Michael",Michael Porter Jr.,1,2018,2026,michael_porter_jr,michael_porter_jr,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,00,2025-26
1626171,"Portis Jr., Bobby",Bobby Portis Jr.,1,2015,2026,bobby_portis,bobby_portis_jr,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,01,2025-26
204001,"Porziņģis, Kristaps",Kristaps Porziņģis,1,2015,2026,kristaps_porzingis,kristaps_porziņģis,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,00,2025-26
1642366,"Post, Quinten",Quinten Post,1,2024,2026,quinten_post,quinten_post,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,01,2025-26
1630695,"Potter, Micah",Micah Potter,1,2021,2026,micah_potter,micah_potter,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,11,2025-26
1642967,"Poulakidas, John",John Poulakidas,1,2025,2026,john_poulakidas,john_poulakidas,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,11,2025-26
1642962,"Powell, Drake",Drake Powell,1,2025,2026,drake_powell,drake_powell,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,11,2025-26
203939,"Powell, Dwight",Dwight Powell,1,2014,2026,dwight_powell,dwight_powell,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,01,2025-26
